index,txkey,locdt,loctm,chid,cano,contp,etymd,mchno,acqic,mcc,conam,ecfg,insfg,iterm,bnsfg,flam1,stocn,scity,stscd,ovrlt,flbmk,hcefg,csmcu,csmam,flg_3dsmk,label
2893,e807ae8c344e9bba9990c855f77ae9b0494b588069cba42517c5834a0394bb6e,12,101624,f4592731cf28413a6432c4cd6848eb62843d336aacbdcbb24021a8068e5d3680,3674d374f230f3cefbf1ea9aa2a22234c84bf3c7965d296e5f2743d86e8f9441,5,5,e7aff5ad4148b8fd36ab414e5948a36fd4fbb6f77e835568f787b781552bbaf9,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,275,980.5001512,1,0,0,0,656.2055931,0,15759,,,0,6,70,937.3009623,1,0
2894,9a2368a102ea894ca9eabee0f5c4d237699e6d037439048ba58a52e495b882d2,46,115101,1a7239784bb45e62e463f78b4ec6f70f825bfa63b6b771289c3ae3fd2131ab06,25b166089f74e6bf22bf05f3352d7d41e3ff1c3848197e14a8bdd30b329a8485,5,8,,46f63555d29f177290dfe20e989146fb033e453f1d5ff3f27a7fd3741fb17484,320,233.289541,1,0,0,0,,0,13451,,0,0,6,70,447.9991232,0,0
2895,cd8b79f87b03dae333758e081b4c03c3d760445bbc6d12dabaca8c62f209d110,,233207,1542354e3bcafa5393f12b6a14e25cac26e44fe2c003e44c1cbc522f4876dacf,dc51429181cbfedfb6ab57dd1079b07484fb13fe71bed9ccd56da3e487e3a9ec,5,8,1c470a8593fd447c29b484b9c3b4322977979eb25fe4c6208ee5a9a08a493536,8f6b3ff512a001e0d1988c6cd888ef8c74112fb71117e53a39f611179497821d,,269.1401788,,0,0,0,457.3031081,,15759,,,0,6,,772.3393563,1,0
2896,d87c45a9ce51f037c85aec0dc3493169c7aa99212022ae6c6bdc81a8632e4fe8,35,165712,bbd11a95f58b2455b29dc91f846b954446d364ac7d5f702cbf663d186db88382,,5,1,,60d5020e9b88125cfcbd99793e821331d6e0271897705b1441a6b5e3680d854f,320,181.1012838,1,0,0,0,442.6220459,0,6469,,0,0,6,70,548.9650456,0,0
2897,06e35e5047db19d39f1595b26d8f4c840fdf9a4e38ef95d897fe85349f5b962d,11,2707,,58fa5d2845743e34d1e993ccbca4f39f85cd6cb98ce5cbf0a2acc3b1538cda55,5,4,19b394c45ee28e75c9b78112494324f0128d501d1294411acfa58bed2de48984,2a608b081c09492bd2bc96d7def5371c4bc9cabf324a987defa5a213904a6c25,322,357.9495101,0,0,0,0,,0,13248,,0,0,6,70,,0,0
2898,,20,132943,3bfaf222fae2bfc4aee2824e50dce028a93066f00e7e6c076d313a8b73c9428d,824127ec6cfe807cc56890b3a9ae2580e4ca1ef4d1ab36277a2b50a579631578,5,,f266cbc5720f6f0114813a3bbabc61c07989ac24845e9794032008a6b1cbcbd8,,320,183.3132153,,,0,0,,0,16115,,0,0,6,70,,0,0
2899,6e919efed5cee68467258dab562b100d0f75d646b083346721461195aee3debb,6,,da9a24ba6af9782ae132db18eaa2ec319ed501c5815f9707815720821a5a2cad,068b2ec6a52e7dbbc267919212d8fe198a7f1f5a07152b76f946dda003b6bc7a,5,4,8f63f785a112e3e78891a6e4c2ab9f5f7080a1c3abac101ea38cf15dc6b525be,d0c4efb29970311d8492fbfb19616b631f38593cafff9542dc85fc1b183875a1,288,1205.050347,,0,0,0,1221.759031,0,,,0,0,6,70,,0,0
2900,,7,201904,3922a40a5a7bbfe3dae765a9502fbbefa34e250d904716dc354822d7b3f2d4c1,70a82b0c73dbd4cff8dc48d59133c11718d1d6e9be57e77e1aa611ed9cde38bc,5,4,bd4ca7ee3b82819b4c6da08a090360ee1ad56b9837ac54a591457f3c4f5be1dd,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,252,,0,,0,0,71.88475288,0,,,0,0,6,70,133.900552,0,0
2901,ebe016c7ba73a9e53ddcae5af27de44ebbadfa532d204778750234bbfe82854c,49,161147,eaee615532db5d4417f182b1d392750c547b0cbb209b293e53eda046af324af9,083764e11745416581c94ec8c4f99b913bfeee64f48a410ff71021d7da4d85b4,5,5,b4d0f3ded8f9acd77f1b11e2fbba1ced58265de2aa8c65f4fa6e9c09e3b8225f,8f6b3ff512a001e0d1988c6cd888ef8c74112fb71117e53a39f611179497821d,217,580.1653068,1,0,0,0,524.8597646,,16115,,0,0,6,70,,,0
2902,e498d2136d0b54534d60cb1e660cec2bb71b21a285d3db3a83278991b94c8872,16,180600,7973067d324a0616f203a5d7ea5ef413df98baa1147f350833120a6f684f6bb1,9387198bcfb5876421d2094a84434d34d7d0bc540afc3eef39d1aee3c175819b,5,,c002b6f43d5e9de7cc83f12f212529b1961e63901eea39d7a3251568bf03ab98,814437ad6838efec5e9ebd8600d37a984f221ca2f7a83fb66ccd80505e585745,499,511.3094748,0,0,0,0,811.6161671,0,,,0,,6,,,0,0
2903,24506ddd0e6f9ee27c50ba070ded950c4322dcdfd5bbc79c80fd089a1812231e,19,204019,b0a75cd01bf725705a6c3451270baf6ae9278e27f8887a87df4d7227549dc679,0670be5d78f0912d6da172363b26419e373b56660cfb9f000aba2bdec1906efa,,4,,eedb602503e431e0639e2f456a1073067ddcd67122dfa5c0c3959a7e5c5a01eb,272,6261.741949,0,0,0,0,6661.695716,0,15759,,0,0,6,70,5999.174003,,0
2904,,11,212528,c7734d049281eaeb7f192a39a4ffba6780f9038c350feedb70fa4bc760cff13a,2417f9e589c408ceeeaf7e80fe91db03ddfa2a460ad038ee89a67120c54f571a,5,8,a5ae876ed0ca325829b6e4d19bcbe22c62ad9dc3cdf15da8e6c938c9ceeb2224,,276,506.4115604,1,0,0,0,494.8292743,0,11380,,,0,,70,,0,0
2905,77ef246cd63683bc78a2150dee38d68a0401560110189d57fe53306198ebb641,8,94929,fa4d4c434a95319d0be2c8060939ba63d76d751b3707cffc01a86e55175ab9ab,f547d7e773448ec2d1ff4e8dc0486ba109efd884aa9c5db98cc6948e0fba0910,5,,f8bccd250b49875979ed1963b1b48c44906d7ee79a5e01e5486223f90f1c2d91,2fea345d14a69774026f3de93f5e3313219363d54e07b193b931debcea240e72,473,,1,0,0,0,,0,15759,,,0,6,70,207.1362089,0,0
2906,257687b391b7260b314c774213214cc20412f1f12867e54394c168beb8c4370e,9,184048,86f9664f66a84943de83988475a96a2f6676d5bd4bed46c76abcc50b238ce742,719bb309c3a481583586ab9520fb37dad3dec5698b678519d7429dc2dc9d3201,5,,295c0faa0709cff02f8d4924e724f25601c497d8347876abaaf149ae059b6c63,afd552b955eb0861c738e0b1835bf7b76a8105d39ceba6e21deff7bb8048f076,288,,0,0,0,0,6922.993527,0,15759,,0,0,6,70,6613.257385,0,0
2907,d189a4732ec17b23a0aac994c641b4fcfb35320d2fb30d873ac03164629a099f,,100421,aa1248c333df20555c07b36e386038582cc70c049cee8a43d596cc7d3228c29d,ee8c0f7856afc1c85849d41196610d40b61d77ab82029bc51b162a1d1742c1e9,5,5,a8c153a0ffdaae6ac75e5976dbc0fa13e2753ba097982d90f1fc75c952f931f0,d0c4efb29970311d8492fbfb19616b631f38593cafff9542dc85fc1b183875a1,217,360.7692437,1,0,,0,473.308327,,7146,,0,0,6,70,375.6889743,0,0
2908,,1,,d90ea067ff199dda0a80e32774c95b51057776703c521d3b9e90b9fcdb4f0309,ea916c7b4e1ce1c9c2a8413d214525e1b1a72db45ad7e062622fd60f90ba5f7c,5,,d2550dc5ace3114431a945afe0d833cdc1e6e64f4350567efcd2dff86e405759,814437ad6838efec5e9ebd8600d37a984f221ca2f7a83fb66ccd80505e585745,499,748.076894,0,0,,0,499.4320946,0,,,0,0,6,,49917.8534,0,0
2909,d3eb73972df1df7facb975609ba2e7863cdedf8a6489d5a3426c8529cb47c969,38,143251,c250911bf32426c5b52f2d87c762a5925879507356221a2295938b117eb57f68,,5,4,5dd8d144380c041fa833dde91a7a1e96f5c048d6bcd7214c695b6576f68833c2,7e500db90252fb600284d95117d480b2baa56cf8afccd6778d2850dee8a3c0a9,288,,0,0,0,0,,0,13947,,0,0,6,,,0,0
2910,1fc78c330220e4cad3223e223dce704e21a69bd4eb6325bca4c8ccd1bf6322aa,28,71055,,727928b20508d7281403b61828dacefb2316748a3235d887b7e8d0be643166e4,,,b457576fe3ed43c8ce979493827e27cdfe370746b9a70e5324b7a76f91a11591,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,282,-26.07809165,0,0,0,0,,0,11380,,0,0,,70,414.8220968,,0
2911,,55,,4ab996101bc99808df8d67a5eee0d416a6ecb987728b99b32416f092378f6fc4,2369806ae955b147935cf05323ec99d52fbbb36869b15d778565ec84e0ee2200,5,8,e26b0b534a5a37aa138f45f41e2fa7496c7ec2b46a5663786b33a92c3e209732,2a608b081c09492bd2bc96d7def5371c4bc9cabf324a987defa5a213904a6c25,272,188.0067251,,,0,0,119.419857,0,,,0,0,6,70,431.6986335,0,0
2912,9242b2861963405410b48a540ad922242a15244d42f8deeae89dafff83bc0c09,49,82321,27f3d04f1a6817b3b3110e86529ab732f65b387ac35d1511323092ef325b40d2,1ba0d9bbaa3f46de60b1fd6a62c718f99d682f3f98c9584319c337fdf489a569,5,1,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,493,578.0106247,0,0,0,0,508.916818,0,,,0,0,,,,0,0
2913,d8161666ff9db31a71bc3b0653ac4b7c18046a3b8b7d7078bfd21567d126d0dd,47,114119,bcaeee7d6fcda025055274207f722c611d325279016314c9ec1c66a56bd773ca,900e13ef60d802a511cf8da2f0a8658aad696b70d3ee5453dfa46fabd7c49139,,,c59cdba8547e23cbc536d32c219a85285ab39a5d6fef995699b1bb533e251669,2a608b081c09492bd2bc96d7def5371c4bc9cabf324a987defa5a213904a6c25,270,1186.298052,0,0,0,,1241.31464,0,13882,,0,0,,70,1449.557985,0,0
2914,b5cf8de7478242af8a2a112e6a606bd4c55d9e1bd92d3391e88881fdc8d57083,,124307,b6e661c7fa6770ca230d847414e4f9b61e4a2a4e08e925224a79833aa0dbb0ae,e504d7374982e32473b7efd7ea45785bb8efca43e9e46f5ece8ce50b5dafd537,5,4,b50e38ef93cb64abda98e3cf8099706565c94243fb76206fb8a0a034fce7c44b,2a608b081c09492bd2bc96d7def5371c4bc9cabf324a987defa5a213904a6c25,320,881.2267176,0,0,,,880.9403318,,13248,,0,0,0,,1060.341845,0,0
2915,64510e060eae72601cc65b6947e0657927f9ff05fb8156cf705f7099f4177785,25,,1dd4ca09cdf3644b856311e454d5a6728bc7d44e21ebe9913cbd11ff905e73aa,9d0b0461d27c7555f041862751da593b42f09be057fcf923b914cd005d13f3da,5,5,e8d98e44151198526e079fdcc7f44c1e16be6f1fc2fb96880288e14d650b3f14,,276,,1,0,,0,207.8779788,0,,,0,0,6,70,,0,0
2916,926a28c257890a305ef9fa54b3413c0b4c5b73c0619e6dd2afb8a5a3d96870ed,10,104341,1b8dbcd2aff8d2214b575ad66f2dd699fa98bb8afbb07ad679fe0917e5ea1da4,a872c62ec0cbbc7a1ee41f911c7b90b2ee696e059bfa4f2da1a103354e5b19a1,5,8,933734af8afb7e98bc280cacf59d12152f13724894db726b1ea4a6ffafa2e664,bcf6370b700fb26d1fab05dad5de442b2bf37689cb55fd5fefcc78f2ebb16ec3,227,619.121807,1,0,0,0,123.4781825,0,15759,,0,,,70,625.7283675,0,0
2917,d0e836f92b988f1c7f15f172b9d77f92fe26b03643207763d63f617a91e474e1,38,94607,187b1dbfbe829153605bf72b25408d85504c4e344be130a1a07b731cc7867cae,4073c112ecb584b171b01c4ca2af9e21d37f8b9f44c5ca7fd22d53c7844c3bc3,5,1,656214332bf6729d72071f2cda414ee0c13a3f695720b8ef3119f839023d3a96,bfbb5ca8870e18f9ce4ebf53a3908f71261c8221b857349aa8f32d79f1d8dda9,407,344.0136238,,,0,0,,0,15759,,0,0,,,-492.6350826,0,0
2918,,13,203656,f83a599738ed2b793ccaad7a29d1f9c2f9ea8a518723e84a5db277fb5b6759bf,7bc70a7b564a0bf90f632be3c77ef02830e52a2b70acc929fdbe040bc218a7f5,5,,1c470a8593fd447c29b484b9c3b4322977979eb25fe4c6208ee5a9a08a493536,8f6b3ff512a001e0d1988c6cd888ef8c74112fb71117e53a39f611179497821d,,134.4657099,1,,0,,201.8175415,0,,,0,0,,,,,0
2919,66ff90f7a9aa13ae43dc80bb2a5a6daaaec350d9edcd5193324ef6241ec5bdb3,40,151559,20b9a19013eb37bec5a5e86193b434e22be8bf397e8576119e05b50a1a576712,cc44260bb72ca4ae858f9f62a587248252d9e54601ce0a5042e228184d026ef0,5,4,,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,276,758.8262254,,,0,0,634.3386154,0,15753,,,0,6,,578.9020134,0,0
2920,,12,172206,ae9e3aac20010f4b6f16e47093f219c16824ac2a475d15df73adda13831b0592,5e49126a75e905dfaeb2caf806f3f6ca1850e48c3976373bfd2f8f58c7111e9a,5,4,eecb7dffefa02e98e3b274016b463b131dcfdd2b9b55079561825ca60f2a6ca3,2fea345d14a69774026f3de93f5e3313219363d54e07b193b931debcea240e72,,678.3497622,0,0,0,0,624.5638091,0,12680,,,0,6,70,805.7854389,0,0
2921,,6,125926,3130173c1206d5d9f09b7fc4cfc244f68d56fe085c1e14f1243ac8b9a14f0b62,,5,8,,8f6b3ff512a001e0d1988c6cd888ef8c74112fb71117e53a39f611179497821d,,416.3054206,1,0,0,0,723.8724776,0,15753,,0,0,6,70,326.5234572,1,0
2922,b6d780b549fe8b7639f47a9fc4796910557e2d9fdbfd2429c8c37368b31c6875,31,92756,e9ed5881bd4f425b37c547be5006e890772f8a2f728fc778caa43269a4743c9a,c34c517b574f33fba60d61edb6f9ef018a60eef644ed52ed8c456ffd7a5d387b,5,4,86803dc3769da61836c8ef7edd48a925c09b655ee58ddc3b343fb07b01525f69,2fea345d14a69774026f3de93f5e3313219363d54e07b193b931debcea240e72,276,-55.39238205,0,0,0,0,256.4856303,0,10881,,0,0,6,70,544.6136941,0,0
2923,45e2ed331fa243570512da6a015672f30c3b75a2bc3396b3875dd7912676d956,32,65315,,,5,5,ec9bd8c60aa36bee2f09cd55f8a67981c68c21e2e61d5226efd9294ed4a34c5a,fd041cc8461d4dff136911134d49156bc307ffe8429059729c211612573ad456,318,133.5847571,1,0,0,,40.57939571,54,4625,,0,0,0,70,,0,0
2924,04840b860bf475e098d07a366273924e215c0cb1e3edf50537fa474e36647671,32,223622,,741d2116715300691e56bd7bfe3e54c105a6108b73cc2cb9e76439aeff1ab603,5,4,d7d917ea330c914eec6e551211f325f8709f76de1ff26ad501949c7c7bef161e,8f6b3ff512a001e0d1988c6cd888ef8c74112fb71117e53a39f611179497821d,288,2047.833375,,,0,0,2068.466645,0,15759,,0,0,6,70,2484.155764,0,0
2925,03b0731497110095a1e71879ca2e9c5cdea4c662dac6f3d518b622f0231d84ae,18,193726,399e14caf192f0900b29afe308688927a215fce746eb76770dc8abc3056002db,f06f3cbb9ea32ce80c0899b232f3360dac691a9e94c5992e496cf86a03bb8830,2,1,6ec9e07fbb10a5480025e95e837cd7af2fc554e74aeb8ef7c4f8cd92a5cea62a,8f6b3ff512a001e0d1988c6cd888ef8c74112fb71117e53a39f611179497821d,289,1882.679814,0,,0,0,1890.397046,0,15759,,0,0,6,70,1689.068174,0,0
2926,65ba8a3e46e29b0e5b4ac29c5ba73934185533716b05634380b89ba124eea9ac,45,171305,b6385d1dce0c75627cc7cb54ba719097a58ca747a8ee889c6a56c97d302cfc92,56da86ed49a1e99a33307af58afa0460d7f4ca435ac2b426b5f7cb25b27bd25a,,5,931ed6bd821c8c2ec0f9d581adb9e95ed6a23ead62acb18820ac300f78ac906d,46f63555d29f177290dfe20e989146fb033e453f1d5ff3f27a7fd3741fb17484,282,4418.976436,1,,,0,4456.880514,0,16115,,0,0,6,70,,0,0
2927,6434a15cc6003d7500e958292a483fb148fe1c7b9965db792b52c9c31684cac1,27,205515,91996441ead4db3cca2b3fc5b0be8f03acc22ae4064b7ee386546dd1a4ea6ab0,f8330d0d5d605d1611569e003dca91a793b3bc676c53faa62a2c958bd81a5af7,5,,0bd7da8c4387afa9a1d96367ed0436ab28fb07b0bb9a84d86a8992b255a905a7,814437ad6838efec5e9ebd8600d37a984f221ca2f7a83fb66ccd80505e585745,499,670.7155971,0,0,0,0,240.9517584,0,,,0,0,6,,,,0
2928,89b6dc921f49c07c29cbdeb06b76eec436ad2043ce3f717d67fd99d89a4b92b6,29,202346,,9e7a1dc6da2d874264415618ca6dc30d524d077613d3fb6f73ffc6b8bb9832ff,5,,7e012660a6ccda8466f1cd899ea67787972b6a559dce49df44ad56f3fec41a83,236e5fcfd21603c33b82ddd89bab7c428ed18e3830bf04af0ec7f80ea63124a7,,244.4479385,0,0,0,0,,0,,,0,0,0,70,235.593016,0,0
2929,c93b81717e010119c23916dd5634213d13b182e6dc994d1809ffbf216257bda6,30,5920,10581e360512d445e5bfd6930abe672a920f8d7867172013d08699b96418060b,216b24ebb5e667895f38ee896a7f545b48ad36b7c6e92546b50d4f592875b560,5,4,d19ff73dc03d930665d425a7d0f654f176c9339a1a5b5cd60f361192b3ed3557,,282,,0,0,0,0,123.6388623,0,11380,,0,0,0,70,334.6720404,0,0
2930,72d74c0fe67a7649a6485150db94ea07f7ad12228d0bc4fb32759022c4532fb0,54,151142,ef144ab52bfa5e2e2e29b8bf0357752b6d5c0ebf897600ec122a614fecc56b77,9fc9a26845ad70a924a1ed1529aced5fd7c513e730bdab1a493e8d94b35a830c,5,1,dd280b4f35a02701142ba7de47abb9736deca3eed86474b185ce1d9ee024e607,60d5020e9b88125cfcbd99793e821331d6e0271897705b1441a6b5e3680d854f,320,610.5504526,1,,0,0,76.012878,0,6469,,0,,6,70,,0,0
2931,b0f5df80a7a7b5ae62387698873bb02eb4f86cd73eae2d29010c63f4f5c9ce04,7,100651,09e791b1579a027d3ac8149e2bcb8897098e8528a7aa1838fbca6175a5fb3822,3c5a65d79b03e9744149bbc43698f6abc071e01317236ccd4b4b91615458bda2,4,1,,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,375,,0,0,,0,2662.536758,0,15759,,0,0,,70,3589.1332,,0
2932,fdb686907744d41b5d950bf69c3cd6422a41304c1de52cc963b89c2a1611fbd6,46,123309,,,,4,99dc5f24f4ffbdbcf3c888b84273aaab830f09fe3295a96c8937fba77f97c4b6,,322,573.3940762,0,0,0,0,146.7731782,0,15759,,0,0,6,70,176.5618264,0,0
2933,,43,114644,6ddcf7d48c61f8378a0fd16af11537d0e8cd1e875a34c3dae73d7788a843c157,308ffbc8bcbe794b77287654de1a4bd19d98360ef0940f4b5526865d7db7aeca,5,8,,bcf6370b700fb26d1fab05dad5de442b2bf37689cb55fd5fefcc78f2ebb16ec3,320,327.1504104,1,0,0,0,,0,15759,,0,0,6,70,211.538705,0,0
2934,44d862260caa3d86b086acf7a84f065f50663d3fd95c59da86bf624f90c70c64,42,110313,,df08490bb4176377719378063b4fa8fbba4aa8d16682d7f55ff6ff0a7948322a,5,,,2a608b081c09492bd2bc96d7def5371c4bc9cabf324a987defa5a213904a6c25,413,65.74409476,0,0,0,0,,0,,,,0,6,70,428.531472,0,0
2935,3355b84bdd140d726e1836caeda5d6eaa7fc163f0a076a638f5a2b58be5fcd0a,,182005,53df00f4a80f34279ec3858d3b644983eaaf105f16a51409ed43001d82843134,,5,4,,8f6b3ff512a001e0d1988c6cd888ef8c74112fb71117e53a39f611179497821d,,2891.307127,0,0,0,0,,0,15759,,0,0,6,70,2670.42059,,0
2936,42e1688fe936cdbd4969a3498b0382c1f40dc2cc336d4467bbebc8d1ec8c4ef5,35,182711,a2e9c2ee47691068de55d762bc0564ba21ea9239d82cb8c687d6ce077c3b8485,,5,5,b46b868e23e1a5db4f5fc163cea3a8bdc764b70205146b06cbdb9514ccfc581f,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,482,640.5942225,1,0,0,0,,0,15759,,0,0,6,,332.7872703,0,0
2937,e5c301f323997e142c503afd8c43d0c918bd3cc9a5be6bd5690949ac4cda5735,14,101355,c4d22a0595b7a15cafaa320dd8ddb8b6dec2898c886741cbb50c57509f87f8a4,9c4bcf899b5fa491d2c2bbdae32daf282c2394556d94075d613d7e54ea336471,4,1,6c944f1d26f458b9936523b17a1fa0f4d31b4382fe70a43c5aa817aef904edf5,2fea345d14a69774026f3de93f5e3313219363d54e07b193b931debcea240e72,375,5098.525896,0,0,0,0,5028.735466,,15759,,0,0,,70,,0,0
2938,5909b00bbcde9e8be1d70360a55d8e123cccaba7ef5766e9e7855c67f57e50bd,10,221952,,3f51da944a15b62ae0c34789aff45ed48d8eef49671bd4cf94cbb4eb57c510b9,5,,1c470a8593fd447c29b484b9c3b4322977979eb25fe4c6208ee5a9a08a493536,d0c4efb29970311d8492fbfb19616b631f38593cafff9542dc85fc1b183875a1,215,559.5965649,1,0,0,0,367.9812903,0,,,0,0,6,70,874.8407843,1,0
2939,9fcb5bc85449dfc9077d58913a6c51169a49b56c19a784abac4f1d8d423a3eac,46,181700,8040649d224c99882b3820396d8a43a8459920b22419b7f40c3d8a24f311c1a3,0116e4f702cfe090d1bb32de03aa0c2bb1eae52744cfdccb8956ac0cb6a9a78d,5,8,,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,282,592.1029891,1,0,,0,,0,15759,,0,0,6,70,,0,0
2940,2ec98d8c8de73cef917c4bc237b8a1a4a1ec3381b7cb9013deb5589fd6e178ba,51,181805,,,,1,acb7645c4d9c8866f7d1aa70097a4ba78c2193e1c8c4824c5c247fb63d37b680,bfbb5ca8870e18f9ce4ebf53a3908f71261c8221b857349aa8f32d79f1d8dda9,282,204.7167743,1,0,0,0,29.88671865,0,15759,,0,0,6,70,-129.4892639,,0
2941,3a6e06ab0c86dc40bf5fec70cadc42a639e62fd45dccfc08557f523f1ab0bea5,44,,51ab94e978ae847a629db4e1b7bf2d7b742086ad0abe242cf0f2cdd2ba1b5d06,7445cf1d7853584972fd5df3ab88441a1c105dbfc1c02066500b32fe9c1e0bba,5,1,c41016dfbe250076e6e98a58d0fbd2ab54a206dcd43f7346891a66183a2103a9,2fea345d14a69774026f3de93f5e3313219363d54e07b193b931debcea240e72,276,824.5818847,1,0,0,0,624.7139388,0,,,0,0,6,70,238.1628823,0,0
2942,d5e1f224deb667ad723ebaa4fec36d00e540e841a4970be16b719a70bdcd954a,50,145116,a952e1e6bc0820d133937666a602080491ecee73a494946985401e86b99badc6,dc3fee12608ed3c873109236709b00ff439d6a1229df2eeae3fe2bb0bbebd312,5,,8c049b59e85d6cce81c634e8a699ca1cf8a030728b7e3e17f512fe4c8828dac5,d0c4efb29970311d8492fbfb19616b631f38593cafff9542dc85fc1b183875a1,288,792.3929619,0,0,,0,992.3398074,,15759,,0,,6,70,1120.5389,0,0
2943,,11,215618,cd19292a9fc9b874305a8058a4eac4bb8bd1b174c06437544466a6b7ff704d3a,c1a1ee772c0e10f994d5b13e23376cabba469ee2e186d7ec095589ee2de858d8,,5,bf78abc0b2eb94d6efc6cbf25ce530ae07a0f41bdb8851d210298b91ad265fe6,,,109.4015877,1,0,0,,187.3699818,0,15759,,,0,6,70,133.3223706,,0
2944,74e8e24a7f6f5251498e60f3abd8dbd9ae662c476632fbf1fa5357b88b2db1c7,13,141221,e0e5c19f028e7dded3e49f4977f9ca37cd4f09bbd84ecff2f89ba399a582c504,,5,5,5ecc9b91e9b719c4dbb17a39bce681fe85c8f62b6583d4c6fbda059d82c96cb9,2fea345d14a69774026f3de93f5e3313219363d54e07b193b931debcea240e72,309,,1,0,0,0,27143.83427,0,15759,,0,,,70,26961.46647,1,0
2945,,51,200604,32ed7ce1676cab1d0ae67765a7fe42c3d22a0e06cb7769a8628ea25cb33ffce5,b3750ba599ebd5b636acdd7b8429a5c8751491bbb66cbca0eef46a80683defde,5,1,c20a52226da32e32a316ab44778f95a8a80bad0b5406559e46bf6c7d56b5838c,bfbb5ca8870e18f9ce4ebf53a3908f71261c8221b857349aa8f32d79f1d8dda9,360,,1,0,,0,676.0977356,,15759,,,0,6,70,731.7080627,0,0
2946,,46,223913,4f0ed287965db0e074902cbd6381da6f3bfb2dc24d0066ece3eb5115b735759e,,,5,30004ce87386938fc668cb3a227303f126734de8627935216b644411cdf253fb,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,,340.2206561,1,0,0,0,66.79053202,0,15759,,,0,6,70,227.0708768,0,0
2947,8335d8b2ee221c5b61b4798fe859c004e5a47cb8a06e26ac59b46330809aa385,55,205645,056132982d9ff492b8cfe65157cc11d1926e389a428b649cb5700399f4e4c777,31a18cf73dc71c96e6bedbacae913995133aa4cc18c3e13f77c4d347d80c87f5,4,1,d13262a270cc83fd82df6abde4f0a167f21e3e61e59b1ca6fd5a6e60e902fbff,2a608b081c09492bd2bc96d7def5371c4bc9cabf324a987defa5a213904a6c25,485,409.2797487,0,0,0,0,753.6746624,0,15760,,0,0,6,70,735.4171157,0,0
2948,afd9f2cc84d4433fbe355440f852eea024ba589b1330cdd18a1644e2e40b8133,,85952,,,5,,5ff98df4922679dc2362950f22b566047391bb0c0b8a57779d45cd093fc95882,8ccfdd7858e90e854599488e0f7453996a6268788bf36983ec81e10bc147f826,499,641.2561611,0,,0,0,510.2710463,0,,,0,0,6,,,0,0
2949,4f7619e3ecfc4fec348bdaa89b01874e2cc50f09aad0eda6fd9d476d3687b720,24,175215,26aa516df00ec31303ac669f94d54747de3c5317315be18b0cf0390f765595ed,2e78293a7ce66048405a1f11db815e58862d9efffbfe96c73a1c232e4b8d7805,,,216746c656372b82ca4960810749f3fd026977c793cebf0a72bc6521e6070c5f,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,276,400.597584,1,,0,0,252.0309474,0,15759,,0,0,6,70,376.2742796,0,0
2950,c88f51e4a5fb79f48839ee6eb9e9acb0d9f9abab7521830aa9fde0b8c87a02d4,20,141840,ce9f7a98a9955ad61ed980f11ecda3af304c8a33c5917f63898cec1c8d993b84,,5,,,7f53594b4853f2f3a2b6704bf59a1f92dd454d4b6e6560122e98f4a03a63a276,305,,1,0,0,0,9716.985455,8,11126,,0,,6,70,9885.75142,0,0
2951,89983f8787673f63bdc457b1429dc5bab4717ad8bef9a381c034217aeb46b705,6,104256,,cc47c17ba6f10e79ca1178cbc0ad97a2e336c8060ca6b4f1cd1d5c59e3297570,5,4,222027ff1f242b893aaef12868e757c4cca5f28b3bd1c5b6aef40dd0d4f222b1,2a608b081c09492bd2bc96d7def5371c4bc9cabf324a987defa5a213904a6c25,458,2504.048352,0,0,0,0,2591.94394,0,15744,,,,6,70,2426.773831,,0
2952,,42,,3263614c31b36f8e428c13c810217ea78c61e9e046a2f630fda5781045e6a9ac,9a4a951e3462072d8786e05bfd1f441cdaacc782ef576a8965bca9278b19917b,5,4,68ee61cc3f67d950fe3b0effb79756f2af1aa2d44e4f1d7fa902b79cd24ecf15,,288,888.7184192,0,0,0,0,270.0453008,0,15759,,0,0,6,70,776.7674029,0,0
2953,607cfde8371c72409ff50ec1fb104b10584e23e2e5ed849e14996887b771a971,13,160813,b4a3ff1ca473759ebf6d97cfc7b4ee4ca7fa7423140cd9fd62a37c2572ddeec7,bbfc77473e0c211346aea0a791338514a1138094ee8ca2d7f7f6521bba0a39b9,5,5,eacd563213b02b2d5e3073a332eea0e2ac62842c63cbb467e5cb0baf97f1f2ae,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,320,218.6577707,1,0,0,0,85.28589371,0,15759,,,0,6,70,123.3333586,0,0
